str_no_string|NO STRING!
str_the_s5_is_ruled_by_s6_it_occupies_s8_its_vassals_are_s10__s21|The {s5} is ruled by {s6}.^It occupies {s8}.^Its vassals are {s10}.^^{s21}
str_reg4_killed_reg5_wounded_reg6_routed|{reg4} killed, {reg5} wounded, {reg6} routed
str_reg4_killed_reg5_routed|{reg4} killed, {reg5} routed
str_reg4_killed_reg5_wounded|{reg4} killed, {reg5} wounded
str_reg4_wounded_reg5_routed|{reg4} wounded, {reg5} routed
str_s42|{s42}
str_s4_awarded_to_s5|{s4} awarded to {s5}
str_calculating_sortie_for_s4_strength_of_reg3_vs_reg4_enemies|Calculating sortie for {s4}, strength of {reg3} vs {reg4} enemies
str_current_wealth_reg1_taxes_last_collected_from_s4|Current wealth: {reg1}. Taxes last collected from {s4}
str_s4_has_reg4_chance_of_recruiting_troops|{s4} has {reg4} chance of recruiting troops
str_s4_has_reg4_chance_of_going_to_s5|{s4} has {reg4} chance of going to {s5}
str_s4_has_reg5_chance_of_patrolling_s6|{s4} has {reg5} chance of patrolling {s6}
str_s4_has_reg5_chance_of_raiding_s6|{s4} has {reg5} chance of raiding {s6}
str_s4_has_reg5_chance_of_besieging_s6|{s4} has {reg5} chance of besieging {s6}
str_sum_chances_reg6|Sum chances: {reg6}
str_deciding_faction_ai_for_s3|Deciding faction AI for {s3}
str_lords_of_the_s1_gather_for_a_feast_at_s2|Lords of the {s1} gather for a feast at {s2}.
str_players_kingdom_has_had_reg3_days_of_peace|Player's kingdom has had {reg3} days of peace
str_s4_is_present_at_the_center_and_is_attending_the_feast|{s4} is present at the center and is attending the feast
str_s4_is_present_at_the_center_and_is_awaiting_the_player_in_private|{s4} is present at the center and is awaiting the player in private
str_s4_is_present_at_the_center_and_is_allowed_to_meet_the_player|{s4} is present at the center and is allowed to meet the player
str_s4_is_present_at_the_center_and_is_not_allowed_to_meet_the_player|{s4} is present at the center and is not allowed to meet the player
str_no_relation|no relation
str_niece|niece
str_nephew|nephew
str_aunt|aunt
str_uncle|uncle
str_cousin|cousin
str_daughterinlaw|daughter-in-law
str_soninlaw|son-in-law
str_motherinlaw|mother-in-law
str_fatherinlaw|father-in-law
str_sisterinlaw|sister-in-law
str_brotherinlaw|brother-in-law
str_print_party_members_entered|print party members entered
str_num_companion_stacks_=_reg10|num companion stacks = {reg10}
str_someone|someone
str_i_take_what_work_i_can_sirmadame_i_carry_water_or_help_the_merchants_with_their_loads_or_help_build_things_if_theres_things_to_be_built|I take what work I can, {sir/madame}. I carry water, or help the merchants with their loads, or help build things, if there are things to be built.
str_im_not_doing_anything_sirmadame_theres_no_work_to_be_had_around_here_these_days|I'm not doing anything, {sir/madame}. There's no work to be had around here these days.
str_im_not_doing_anything_sirmadame_i_have_no_land_of_my_own_and_theres_no_work_to_be_had_around_here_these_days|I'm not doing anything, {sir/madame}. I have no land of my own, and there's no work to be had around here these days.
str_why_im_still_living_off_of_your_kindness_and_goodness_sirmadame_hopefully_there_will_be_work_shortly|Why, I'm still living off of your kindness and goodness, {sir/madame}. Hopefully there will be work, shortly.
str_i_work_in_the_fields_just_outside_the_walls_where_they_grow_grain_we_dont_quite_grow_enough_to_meet_our_needs_though_and_have_to_import_grain_from_the_surrounding_countryside|I work in the fields, just outside the walls, where they grow grain. We don't quite grow enough to meet our needs, though, and have to import grain from the surrounding countryside.
str_i_work_mostly_in_the_fields_growing_grain_in_the_town_they_grind_it_to_make_bread_or_ale_and_we_can_also_boil_it_as_a_porridge|I work mostly in the fields, growing grain. In the town they grind it to make bread or ale, and we can also boil it as a porridge.
str_i_work_in_the_breweries_making_ale_the_poor_folk_drink_a_lot_of_it_as_its_cheaper_than_wine_we_make_it_with_grain_brought_in_from_the_countryside|I work in the breweries, making ale. The poor folk drink a lot of it, as it's cheaper than wine. We make it with grain brought in from the countryside.
str_i_work_in_a_mill_grinding_flour_to_make_bread_bread_is_cheap_keeps_well_and_fills_the_stomach|I work in a mill, grinding flour to make bread. Bread is cheap, keeps well, and fills the stomach.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk|I tend cattle. We dry and salt meat to preserve it, and send the hides to the towns to be made into leather. We also make cheese from the milk.
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk_so_it_doesnt_spoil|I tend cattle. We dry and salt meat to preserve it, and send the hides to the towns to be made into leather. We also make cheese from the milk.
str_i_tend_sheep_we_send_the_wool_to_the_cities_to_be_woven_into_cloth_and_make_mutton_sausage_when_we_cull_the_herds|I tend sheep. We send the wool to the cities to be woven into cloth, and make mutton sausage when we cull the herds.
str_i_work_at_a_loom_spinning_cloth_from_wool_wool_is_some_of_the_cheapest_cloth_you_can_buy_but_it_will_still_keep_you_warm|I work at a loom, spinning cloth from wool. Wool is some of the cheapest cloth you can buy, but it will still keep you warm.
str_i_crew_a_fishing_boat_we_salt_and_smoke_the_flesh_to_sell_it_far_inland|I crew a fishing boat. We salt and smoke the flesh, to sell it far inland.
str_i_sift_salt_from_a_nearby_flat_they_need_salt_everywhere_to_preserve_meat_and_fish|I sift salt from a nearby flat. They need salt everywhere, to preserve meat and fish.
str_i_mine_iron_from_a_vein_in_a_nearby_cliffside_they_use_it_to_make_tools_arms_and_other_goods|I mine iron from a vein in a nearby cliffside. They use it to make tools, arms, and other goods.
str_i_make_pottery_which_people_use_to_store_grain_and_carry_water|I make pottery, which people use to store grain and carry water.
str_trade_explanation_tools|I work in a smithy, {sir/madame}, making all sorts of ironware -- knives, axes, pots, plough-blades, scythes, hammers, anvils, tongs, adzes, saws, nails, horseshoes, firesteel, braziers, and of course arms and armor for your excellencies.
str_trade_explanation_oil|I work in an oil press, making oil from olives brought in from the countryside. If you can afford it, our oil has a hundred uses -- in cooking, lamps, even for easing childbirth.
str_trade_explanation_linen|I weave linen, using flax brought in from the surrounding countryside. It's makes a tough, light fabric, {sir/madame} -- good for summer clothing, sails for boats, and the like.
str_trade_explanation_velvet|I work in one of this town's great weaveries, carefully making the velvet for which we are known. We use silks brought from across the mountains, and dyes from the far corners of the earth, and make of it the finest and most expensive fabric that can be found in the land.
str_trade_explanation_spice|I work in the caravanserie, helping the merchants unload the spice they bring from across the mountains. Pepper, cinnamon, cloves, saffron... The rich mark their wealth by the amount of spices in their food, and they say that for every ailment, there's a spice which cures it.
str_trade_explanation_apples|I'm just coming in from the orchards, where we grow apples. We dry them for storage, or they can also be made into cider or vinegar.
str_trade_explanation_grapes|I work in the vineyards on the hillsides, growing grapes to be made into fine wines for the tables of the lords, ladies, and merchants, and cheap wine to be mixed with water to quench the thirst of the commons.
str_trade_explanation_dyes|I work in the caravanseries, unloading dyes brought in from the lands outside France -- the crimson of oak beetles and the red roots of madder, the blue of indigo and woad shrubs, the yellow of weld root and greenweed. The weavers use it to color the silks and velvets of the great lords of the realm.
str_trade_explanation_leatherwork|I work in the tanneries outside the walls, turning cured hides from the countryside into good, supple leather. It's foul work, and I come home stinking of urine, dung, and lime -- but that's where your boots, saddles, and bridles come from, {sir/my lady}.
str_trade_explanation_flax|I sew and harvest linseed, and rot the stems to make flax fibers. That's the source of your fine linens, {sir/my lady} -- a rotting pit on the edge of a field.
str_trade_explanation_dates|I tend to a grove of date palms. I hope you don't mind me saying so, but it takes great skill to tend them, as we must climb to the tops of the palms to ensure that the trees will flower. We export the fruit far and wide, as they keep for many months when properly dried. As sweet as honey, and they grant the eater health and strength.
str_trade_explanation_olives|I tend to a grove of olive trees. You can eat the fruit or preserve it in brine, but we end up sending most of it to be pressed, to be made into oil.
str_s14_i_hear_that_you_can_find_a_good_price_for_it_in_s15|{s14}. I hear that you can find a good price for it in {s15}.
str_s2s_rebellion|{s2}'s Rebellion
str_political_suggestion|Political suggestion
str_instability_reg0_of_lords_are_disgruntled_reg1_are_restless|Instability: {reg0}% of lords are disgruntled, {reg1}% are restless
str_reg1shehe_is_prisoner_of_s1|{reg1?She:He} is prisoner of {s1}.
str_s39_rival|{s39} (rival)
str_s41_s39_rival|{s41}, {s39} (rival)
str_love_interest|love interest
str_betrothed|betrothed
str_other_relations_s40_|Other relations: {s40}^
str_relation_with_liege_reg0_|Relation with liege: {reg0}^
str_sense_of_security_military_reg1_court_position_reg3_|Sense of security: military {reg1}, court position {reg3}^
str_political_details_s47_|Political details:^{s47}^
str_the_s55|the {s55}
str_travellers_on_the_road|travellers on the road
str_a_short_while_ago|a short while ago
str_one_day_ago|one day ago
str_two_days_day_ago|two days day ago
str_earlier_this_week|earlier this week
str_about_a_week_ago|about a week ago
str_about_two_weeks_ago|about two weeks ago
str_several_weeks_ago|several weeks ago
str_unknown_assailants|unknown assailants
str_swadians|Swadians
str_vaegirs|Vaegirs
str_khergits|Khergits
str_nords|Nords
str_rhodoks|Rhodoks
str_sarranids|Sarranids
str_bandits|bandits
str_deserters|deserters
str_your_followers|your followers
str_we_have_heard_that_travellers_heading_to_s40_were_attacked_on_the_road_s46_by_s39|We have heard that travellers heading to {s40} were attacked on the road {s46} by {s39}
str_we_have_heard_that_travellers_coming_from_s40_were_attacked_on_the_road_s46_by_s39|We have heard that travellers coming from {s40} were attacked on the road {s46} by {s39}
str_travellers_coming_from_s40_traded_here_s46|Travellers coming from {s40} traded here {s46}
str_it_is_still_early_in_the_caravan_season_so_we_have_seen_little_tradings42|It is still early in the caravan season, so we have seen little trading.{s42}
str_there_has_been_very_little_trading_activity_here_recentlys42|There has been very little trading activity here recently.{s42}
str_there_has_some_trading_activity_here_recently_but_not_enoughs42|There has some trading activity here recently, but not enough.{s42}
str_there_has_some_trading_activity_here_recently_but_the_roads_are_dangerouss42|There has some trading activity here recently, but the roads are dangerous.{s42}
str_the_roads_around_here_are_very_dangerouss42|The roads around here are very dangerous.{s42}
str_we_have_received_many_traders_in_town_here_although_there_is_some_danger_on_the_roadss42|We have received many traders in town here, although there is some danger on the roads.{s42}
str_we_have_received_many_traders_in_town_heres42|We have received many traders in town here.{s42}
