str_no_string|NO STRING!
str_feast_lengthy_description_1|La nourriture que vous avez fournie était insuffisante. Vos invités et leurs suites ont été contraints d'aller acheter de quoi se nourrir dans la campagne environnante, à des prix exorbitants. Les convives ont majoritairement considéré que vous avez manqué à votre devoir d'hôte, ce qui nuit à la fois à la confiance qu'ils vous portent et à votre réputation.
str_feast_lengthy_description_2|Le stock de nourriture et de boissons que vous avez fourni a fini par s'épuiser, obligeant certains invités à acheter de quoi se nourrir auprès de colporteurs ou à renvoyer leur suite chez eux plus tôt que prévu. Les plus charitables ont attribué cette pénurie à un manque d'organisation plutôt qu'à de l'avarice ; quoi qu'il en soit, cela n'est pas bon pour votre réputation.
str_feast_lengthy_description_3|La nourriture et les boissons que vous avez fournies ont suffi à sustenter vos nobles convives, mais pas tous les roturiers de leurs suites. Vous vous forgez la réputation de quelqu'un qui sait au minimum respecter ses obligations sociales envers la noblesse.
str_feast_lengthy_description_4|Vous pouvez vous targuer d'avoir fourni un grand choix de nourriture et de boissons, et ce, en quantité suffisante. La nourriture, les boissons et les réjouissances ont délié les langues de vos invités, leur permettant de converser librement sur les affaires du royaume tout en vous accordant une plus grande confiance.
str_feast_lengthy_description_5|Vous avez offert une table généreuse à vos nobles invités ainsi qu'à leurs suites. Des restes ont même pu être distribués aux pauvres. Vos convives se répandent en éloges sur votre générosité et votre maîtrise des obligations sociales de votre rang. La conversation, alimentée par la nourriture et les boissons, a été joyeuse, renforçant ainsi les liens entre les convives.
str_feast_lengthy_description_6|Tout le royaume parlera de la générosité de votre table pendant des mois et vous serez un exemple à suivre lors des futurs banquets. Vous avez rempli les estomacs de vos nobles convives et de leurs suites, mais aussi des pauvres qui se pressaient à vos portes. 
str_kingdom_1_adjective|{Francais/Francaise}
str_kingdom_2_adjective|Anglais
str_kingdom_3_adjective|Khergit
str_kingdom_4_adjective|Nord
str_kingdom_5_adjective|Bourgignon
str_kingdom_6_adjective|Sarazin
str_credits_1|Mount&Blade: Warband Copyright 2008-2010 Taleworlds Entertainment
str_credits_2|Game design:^Armagan Yavuz^Steve Negus^Cem Cimenbicer
str_credits_3|Programmation :^Armagan Yavuz^Cem Cimenbicer^Serdar Kocdemir^Ozan Gumus
str_credits_4|Graphistes :^Ozgur Saral^Mustafa Ozturk^Pinar Cekic^Ozan Unlu^Yigit Savtur^Umit Singil
str_credits_5|Concept Artist:^Ganbat Badamkhand
str_credits_6|Rédaction :^Steve Negus^Armagan Yavuz^Ryan A. Span
str_credits_7|Musique originale :^Jesse Hopkins
str_credits_8|Voix :^Tassilo Egloffstein
str_credits_9|Didacticiel :^Steve Negus^Armagan Yavuz^Edward Spoerl^^^Capture des mouvements des chevaux :^Richard Widgery & Kinetic Impulse^^^Physique :^Havok^^^Bibliothèque des programmes d'effets sonores et de musique :^FMOD Sound System de Firelight Technologies^^^Textures Skybox :^Jay Weston^^^Programmation du forum TaleWorlds :^Brett Flannigan ^^^Administrateurs et modérateurs du forum TaleWorlds.com :^Janus^Archonsod^Narcissus^Nairagorn^Lost Lamb^Deus Ex^Merentha^Volkier^Instag0^Ativan^ego^Guspav^Hallequin^Invictus^okiN^Raz^rejenorst^Skyrage^ThVaz^^^Suggestions et commentaires de la communauté Mount&Blade :^A Mustang^adamlug^Adorno^alden^Alhanalem^amade^Anthallas^Alkhadias Master^Arch3r^Archevious^Arcas Nebun^Arcon^Arcturus^ares007^Arjihad^BadabombadaBang^Badun^BaronAsh^Berserker Pride^bgfan^bierdopjeee^Big Mac^Binboy^blink180heights^BlodsHammar^Bloid^Brandon^Brego^chenjielian^cifre^COGlory^Corinthian Hoplite^Crazed Rabbit^CryptoCactus^CtrlAltDe1337^Cuther^Da-V-Man^dimitrischris^dstemmer^EasyCo506^Egbert^ethneldryt^eudaimondaimon^Faranox^Fawzia dokhtar-i-Sanjar^Fei Dao^Gabeed^GeN76^General Hospital^GhosTR^glustrod^guspav^Halcyon^Harn^Hethwill^Highelfwarrior^HULKSMASH^Iberon^ignoble^Jack Merchantson^JoG^Jov^Kazzan^King Jonathan the Great^Kleidophoros^knight^Kong Burger^Kristiania^l3asu^Larkraxm^Leandro1021DX^lighthaze^Llew2^Lord Rich^lordum ediz^Lucke189^Mabons^MacPharlan^Madnes5^MagicMaster^Makh^ManiK^Manitas^Marin Peace Bringer^Martinet^MAXHARDMAN^Merlkir^miguel8500^Mithras^Moddan^Nate^Nemeo^Nite/m4re^noobalicous^Nord Champion^okiN^Orion^OTuphlos^Papa Lazarou^Phallas^Plazek^Prcin^PSYCHO78^PsykoOps^Reapy^Red River^Rhizobium^Riggea^Rongar^Ros^sadnhappy^Sarejo^ScientiaExcelsa^Scorch!^Seawied86^sebal87^shikamaru 1993^Shun^silentdawn^Sir Gowe^Skyrage^Slawomir of Aaarrghh^SoloSebo^SovietSoldier^Stabbing Hobo^Stratigos001^Styo^TalonAquila^test^The Yogi^Thundertrod^Thyr^Tim^Titanshoe^tmos^Toffey^Tonttu^Trenalok^Tronde^UberWiggett^Urist^Ursca^urtzi^Vermin^Viajero^Vincenzo^Vulkan^Warcat92^Welcome To Hell^Wheem^Wu-long^Yellonet^Yobbo^Yoshi Murasaki^Yoshiboy^Zyconnic^^^Remerciements spéciaux à Toby Lee pour ses idées et commentaires sur le système de combat...^ainsi qu'à tous les merveilleux testeurs de Mount&Blade.^^(Cette liste n'est qu'un petit échantillon de toutes les personnes qui ont contribué au jeu grâce à leurs suggestions et commentaires.^Cette liste a été compilée grâce à l'échantillonnage de quelques threads sur les forums Taleworlds.^Malheureusement, la compilation d'une liste exhaustive est quasiment impossible.^Nous vous présentons donc nos excuses si vous nous avez apporté des suggestions et commentaires et que votre nom n'apparaît pas ici, mais sachez que nous vous sommes extrêmement reconnaissants...)
str_credits_10|Paradox Interactive^^President and CEO:^Theodore Bergqvist^^Executive Vice President:^Fredrik Wester^^Chief Financial Officer:^Lena Eriksson^^Finance & Accounting:^Annlouise Larsson^^VP Sales & Marketing US:^Reena M. Miranda^^VP Sales & Marketing EU:^Martin Sirc^^Distribution Manager Nordic:^Erik Helmfridsson^^Director of PR & Marketing:^Susana Meza^^PR & Marketing:^Sofia Forsgren^^Product Manager:^Boel Bermann
str_credits_11|Logotype:^Jason Brown^^Cover Art:^Piotr Fox Wysocki^^Layout:^Christian Sabe^Melina Grundel^^Poster:^Piotr Fox Wysocki^^Map & Concept Art:^Ganbat Badamkhand^^Manual Editing:^Digital Wordsmithing: Ryan Newman, Nick Stewart^^Web:^Martin Ericsson^^Marketing Assets:^2Coats^^Localization:^S&H Entertainment Localization^^GamersGate:^Ulf Hedblom^Andreas Pousette^Martin Ericson^Christoffer Lindberg
str_credits_12|Thanks to all of our partners worldwide, in particular long-term partners:^Koch Media (Germany & UK)^Blue Label (Italy & France)^Friendware (Spain)^New Era Interactive Media Co. Ltd. (Asia)^Snowball (Russia)^Pinnacle (UK)^Porto Editora (Portugal)^Hell-Tech (Greece)^CD Projekt (Poland, Czech Republic, Slovakia & Hungary)^Paradox Scandinavian Distribution (Scandinavia)
str_multi_scene_1|Ruines
str_multi_scene_2|Village
str_multi_scene_3|Château
str_multi_scene_4|Fort en ruines
str_multi_scene_5|Scène 5
str_multi_scene_6|Scène 6
str_multi_scene_7|Champ bordant la rivière
str_multi_scene_8|Château 2
str_multi_scene_9|Village enneigé
str_multi_scene_10|Château 3
str_multi_scene_11|Ville nord
str_multi_scene_16|Assaut portuaire
str_multi_scene_17|Château 4
str_multi_scene_18|Combat sur glace
str_multi_scene_19|Mahdaar Château
str_multi_scene_20|Jameyyed Château
str_multi_scene_21|l'aréna
str_multi_scene_22|Forêt Repaire
str_multi_scene_12|Plaines aléatoires (moyennes)
str_multi_scene_13|Plaines aléatoires (grandes)
str_multi_scene_14|campagnes aléatoires (moyennes)
str_multi_scene_15|campagnes aléatoires (grandes)
str_multi_scene_end|multi scene end
str_multi_game_type_1|Match à mort
str_multi_game_type_2|Match à mort par équipe
str_multi_game_type_3|Bataille
str_multi_game_type_4|Combat et destruction
str_multi_game_type_5|Capture du drapeau
str_multi_game_type_6|Conquête
str_multi_game_type_7|Siège
str_multi_game_type_8|Duel
str_multi_game_types_end|multi game types end
str_poll_kick_player_s1_by_s0|{s0} a lancé un vote pour expulser le joueur {s1}.
str_poll_ban_player_s1_by_s0|{s0} a lancé un vote pour interdire le joueur {s1}.
str_poll_change_map_to_s1_by_s0|{s0} a lancé un vote pour remplacer la carte par {s1}.
str_poll_change_map_to_s1_and_factions_to_s2_and_s3_by_s0|{s0} a lancé un vote pour remplacer la carte par {s1} et les factions par {s2} et {s3}.
str_poll_change_number_of_bots_to_reg0_and_reg1_by_s0|{s0} a lancé un vote pour remplacer le nombre de bots par {reg0} et {reg1}.
str_poll_kick_player|Votez pour ou contre l'expulsion du joueur {s0} : 1 = Pour, 2 = Contre
str_poll_ban_player|Votez pour ou contre l'interdiction du joueur {s0} : 1 = Pour, 2 = Contre
str_poll_change_map|Votez pour ou contre le remplacement de la carte par {s0} : 1 = Pour, 2 = Contre
str_poll_change_map_with_faction|Votez pour ou contre le remplacement de la carte par {s0} et des factions par {s1} au lieu de {s2} : 1 = Pour, 2 = Contre
str_poll_change_number_of_bots|Votez pour ou contre le remplacement du nombre de bots par {reg0} pour {s0} et {reg1} pour {s1} : 1 = Pour, 2 = Contre
str_poll_time_left|({reg0} secondes restantes)
str_poll_result_yes|Le ""pour"" l'emporte à la majorité.
str_poll_result_no|Le ""contre"" l'emporte à la majorité.
str_total_item_cost_reg0|Coût total : {reg0}
str_server_name|Nom du serveur :
str_game_password|Mot de passe de la partie :
str_map|Carte :
str_game_type|Type de partie :
str_max_number_of_players|Nombre maximum de joueurs :
str_number_of_bots_in_team_reg1|Nombre de bots de l'équipe {reg1} :
str_team_reg1_faction|Faction équipe {reg1} :
str_enable_valve_anti_cheat|Activer le système VAC (requiert un compte Steam valide)
str_allow_friendly_fire|Permettre les tirs alliés à distance
str_allow_melee_friendly_fire|Permettre les tirs alliés au corps-à-corps
str_friendly_fire_damage_self_ratio|Dégâts des tirs alliés - Soi (%) :
str_friendly_fire_damage_friend_ratio|Dégâts de tirs alliés - Allié (%) :
str_spectator_camera|Caméra des spectateurs :
str_control_block_direction|Direction du bloc de contrôle :
str_map_time_limit|Limite de temps de la carte (minutes) :
str_round_time_limit|Limite de temps du tour (secondes) :
str_players_take_control_of_a_bot_after_death|Basculer vers bot en mourant :
str_team_points_limit|Limite de points des équipes :
str_point_gained_from_flags|Points d'équipe gagnés pour les drapeaux (%) :
str_point_gained_from_capturing_flag|Points gagnés pour la capture de drapeaux :
str_respawn_period|Période de réapparition (secondes) :
str_add_to_official_game_servers_list|Ajouter à la liste des serveurs officiels
str_combat_speed|Vitesse des combats :
str_combat_speed_0|Très lents
str_combat_speed_1|Lents
str_combat_speed_2|Intermédiaires
str_combat_speed_3|Rapides
str_combat_speed_4|Très rapides
str_off|Désactivé
str_on|Activé
str_defender_spawn_count_limit|Nombre de réapparitions des défenseurs :
str_unlimited|Illimité
str_automatic|Automatique
str_by_mouse_movement|Par mouvement de la souris
str_free|Libre
str_stick_to_any_player|Suivre un joueur
str_stick_to_team_members|Suivre les membres de l'équipe
str_stick_to_team_members_view|Suivre le point de vue des membres de l'équipe
str_make_factions_voteable|Permettre les votes pour changer les factions
str_make_kick_voteable|Permettre les votes pour expulser des joueurs
str_make_ban_voteable|Permettre les votes pour interdire des joueurs
str_bots_upper_limit_for_votes|Limite maximale de bots pour les votes :
str_make_maps_voteable|Limite de bots pour les votes :
str_valid_vote_ratio|Seuil d'acceptation du vote (%) :
str_auto_team_balance_limit|Seuil d'équilibrage automatique des équipes (diff.) :
str_welcome_message|Message de bienvenue :
str_initial_gold_multiplier|Or de départ (%) :
str_battle_earnings_multiplier|Bonus d'or au combat (%) :
str_round_earnings_multiplier|Bonus d'or du tour (%) :
str_allow_player_banners|Permettre les bannières individuelles
str_force_default_armor|Armure minimale
str_respawning_in_reg0_seconds|Réapparition dans {reg0} secondes...
str_no_more_respawns_remained_this_round|Aucune vie restante pour ce tour
str_reg0_respawns_remained|({reg0} vies restantes)
